Disease Name,Symptoms
Lesch-Nyhan syndrome,"Too much uric acid can cause gout-like swelling in some of the joints. In some cases, kidney and bladder stones develop.; People with Lesch-Nyhan have delayed motor development followed by abnormal movements and increased reflexes. A striking feature of Lesch-Nyhan syndrome is self-destructive behavior, including chewing off fingertips and lips. It is unknown how the disease causes these problems."
Noonan syndrome,Symptoms include:; Delayed puberty; Down-slanting or widely-spaced eyes; Hearing loss (varies); Low-set or abnormally shaped ears; Mild intellectual disability (only in about 25% of cases); Sagging eyelids (ptosis); Short stature; Small penis; Undescended testicles; Unusual chest shape (most often a sunken chest called pectus excavatum); Webbed and short-appearing neck
Progeria,"Symptoms include:; Growth failure during the first year of life; Narrow, shrunken or wrinkled face; Baldness; Loss of eyebrows and eyelashes; Short stature; Large head for size of face (macrocephaly); Open soft spot of the skull (fontanelle); Small jaw (micrognathia); Dry, scaly, thin skin; Limited range of motion; Teeth - delayed or absent formation"
Congenital rubella,Symptoms in the infant may include:; Cloudy corneas or white appearance of pupil; Deafness; Developmental delay; Excessive sleepiness; Irritability; Low birth weight; Below average mental functioning (intellectual disability); Seizures; Small head size; Skin rash at birth
Treacher Collins syndrome,Symptoms may include:; Outer part of the ears are abnormal or almost completely missing; Hearing loss; Very small jaw (micrognathia); Very large mouth; Defect in the lower eyelid; Scalp hair that reaches to the cheeks; Cleft palate
Trisomy 13,"Symptoms include:; Cleft lip or palate; Clenched hands (with outer fingers on top of the inner fingers); Close-set eyes -- eyes may actually fuse together into one; Decreased muscle tone; Extra fingers or toes (polydactyly); Hernias: umbilical hernia, inguinal hernia; Hole, split, or cleft in the iris (coloboma); Low-set ears; Intellectual disability, severe; Scalp defects (missing skin); Seizures; Single palmar crease; Skeletal (limb) abnormalities; Small eyes; Small head (microcephaly); Small lower jaw (micrognathia); Undescended testicle (cryptorchidism)"
Trisomy 18,Symptoms may include:; Clenched hands; Crossed legs; Feet with a rounded bottom (rocker-bottom feet); Low birth weight; Low-set ears; Mental delay; Poorly developed fingernails; Small head (microcephaly); Small jaw (micrognathia); Undescended testicle; Unusual shaped chest (pectus carinatum)
Aase syndrome,Symptoms may include:; Absent or small knuckles; Cleft palate; Deformed ears; Droopy eyelids; Inability to fully extend the joints from birth; Narrow shoulders; Pale skin; Triple-jointed thumbs
Adrenocortical carcinoma,"Symptoms of increased cortisol or other adrenal gland hormones may include:; Symptoms of increased aldosterone are the same as symptoms of low potassium, and include:; Fatty, rounded hump high on the back just below the neck (buffalo hump); Flushed, rounded face with pudgy cheeks (moon face); Obesity; Stunted growth (short stature); Virilization -- the appearance of male characteristics, including increased body hair (especially on the face), pubic hair, acne, deepening of the voice, and enlarged clitoris (females); Muscle cramps; Weakness; Pain in the abdomen"
Aicardi syndrome,"Symptoms most often start when the child is between ages 3 and 5 months. The condition causes jerking (infantile spasms), a type of childhood seizure.; Aicardi syndrome may occur with other brain defects.; Other symptoms may include:; Coloboma (cat's eye); Intellectual disability; Smaller-than-normal eyes (microphthalmia)"
Alstrom syndrome,"Common symptoms of this condition are:; Occasionally, the following can also occur:; Blindness or severe vision impairment in infancy; Dark patches of skin (acanthosis nigricans); Deafness; Impaired heart function (cardiomyopathy), which may lead to heart failure; Obesity; Progressive kidney failure; Slowed growth; Symptoms of childhood-onset or type 2 diabetes; Gastrointestinal reflux; Hypothyroidism; Liver dysfunction; Small penis"
Bassen-Kornzweig syndrome,"Symptoms include:; Balance and coordination difficulties; Curvature of spine; Decreased vision that gets worse over time; Developmental delay; Failure to thrive (grow) in infancy; Muscle weakness; Poor muscle coordination that usually develops after age 10; Protruding abdomen; Slurred speech; Stool abnormalities, including fatty stools that appear pale in color, frothy stools, and abnormally foul-smelling stools"
Ellis-van Creveld syndrome,"Symptoms may include:; Cleft lip or palate; Epispadias or undescended testicle (cryptorchidism); Extra fingers (polydactyly); Limited range of motion; Nail problems, including missing or deformed nails; Short arms and legs, especially forearm and lower leg; Short height, between 3.5Â to 5 feet (1Â to 1.5 meters) tall; Sparse, absent, or fine textured hair; Tooth abnormalities, such as peg teeth, widely-spaced teeth; Teeth present at birth (natal teeth); Delayed or missing teeth"
Fragile X syndrome,"Behavior problems associated with fragile X syndrome include:; Physical signs may include:; Some of these problems are present at birth, while others may not develop until after puberty.; Family members who have fewer repeats in the FMR1 gene may not have intellectual disability. Women may have premature menopause or difficulty becoming pregnant. Both men and women may have problems with tremors and poor coordination.; Autism spectrum disorder; Delay in crawling, walking, or twisting; Hand flapping or hand biting; Hyperactive or impulsive behavior; Intellectual disability; Speech and language delay; Tendency to avoid eye contact; Flat feet; Flexible joints and low muscle tone; Large body size; Large forehead or ears with a prominent jaw; Long face; Soft skin"
Hormonal effects in newborns,
IQ testing,
Laser therapy,
Nail care for newborns,
Death among children and adolescents,
Positive airway pressure treatment,
Penis care (uncircumcised),
Radiation therapy,
Preventive health care,
Temper tantrums,
Traveler's guide to avoiding infectious diseases,
Umbilical cord care in newborns,
Recognizing medical emergencies,
Well-child visits,
Reportable diseases,
Safe driving for teens,
Types of health care providers,
Nurse practitioner (NP),
Physician Assistant profession (PA),
Doctor of medicine profession (MD),
Vacation health care,
Choosing a primary care provider,
Physical activity,
Learn to manage stress,
Alcohol use and safe drinking,
Substance use,
Birth control and family planning,
Consumer rights and protections,
Safe sex,
Orgasmic dysfunction in women,The symptoms of orgasmic dysfunction include:; Being unable to reach orgasm; Taking longer than you want to reach orgasm; Having only unsatisfying orgasms
Delayed ejaculation,
Getting a prescription filled,
Dental care - adult,
First aid kit,
Wine and heart health,
Babies and heat rashes,
Babies and shots,
Bug repellent safety,
Cow's milk and children,
Day care health risks,
Teenagers and drugs,
Dietary fat and children,
Food poisoning prevention,
Body temperature norms,
Heimlich maneuver on self,
Hyperactivity and children,
Pesticides on fruits and vegetables,
Potbellies and toddlers,
Sleepwalking and children,
Tips on how to quit smoking,
Breast self-exam,
Tonsillectomies and children,
Certified nurse-midwife,
Chiropractor profession,
Developmental milestones record,
Adolescent development,
Infant - newborn development,
Developmental milestones record - 12 months,
Developmental milestones record - 2 months,
Developmental milestones record - 4 months,
Developmental milestones record - 6 months,
Developmental milestones record - 9 months,
Toddler development,
Developmental milestones record - 18 months,
Developmental milestones record - 2 years,
Preschooler development,
Developmental milestones record - 3 years,
Developmental milestones record - 4 years,
Developmental milestones record - 5 years,
School-age children development,
Doctor of osteopathic medicine,
Vaccines - immunizations,
Risks of tobacco,
Cellulite,
Chafing,
Chapped hands,
Chapped lips,
Denture problems,
Hangover treatment,
Oily hair,
Oily skin,
Plaque and tartar on teeth,
Teething,
Remembering tips,
Genetics,
Autosomal dominant,
Sex-linked dominant,
Sex-linked recessive,
Autosomal recessive,
Adolescent test or procedure preparation,
Infant test procedure preparation,
Toddler test or procedure preparation,
Preschooler test or procedure preparation,
School age test or procedure preparation,
Stress in childhood,
Your baby in  the birth canal,
Calcium and bones,
Alternative medicine - pain relief,
Charley horse,When a muscle goes into spasm it feels very tight. It is sometimes described as a knot. The pain can be severe.
Chicken soup and sickness,
Colds and flu â antibiotics,
Colon cancer screening,
Ear - blocked at high altitudes,
Exercise and age,
Eye - foreign object in,
Eye floaters,
Aging spots - should you be concerned?,
Folic acid and birth defect prevention,
Foods - fresh vs. frozen or canned,
Diet and cancer,
Humidifiers and health,
Lead and tap water,
Mammogram - calcifications,
Muscle strain treatment,
Nausea and acupressure,
Diarrhea in infants,
Taking care of your back at home,
Over-the-counter pain relievers,
Pregnancy - health risks,
Salads and nutrients,
Skin sagging treatment - underarms,
Soluble vs. insoluble fiber,
Splinter removal,
Sterilization surgery - making a decision,
Vaginal dryness alternative treatments,
Vitamin C and colds,
Substance use recovery and diet,
Resources,
Leukemia - resources,
Hearing or speech impairment - resources,
Multiple sclerosis - resources,
Muscular dystrophy - resources,
Migraine - resources,
Myasthenia gravis - resources,
Loss of a spouse - resources,
Lung disease - resources,
Lupus - resources,
Breastfeeding - resources,
Autism - resources,
Chronic pain - resources,
Cleft palate - resources,
Cancer - resources,
Cerebral palsy - resources,
Chronic fatigue syndrome - resources,
Chemical dependence - resources,
Family troubles - resources,
Eating disorders - resources,
Kidney disease - resources,
Elder care - resources,
Epilepsy - resources,
Cystic fibrosis - resources,
Depression - resources,
Gastrointestinal disorders - resources,
Diabetes â resources,
Burns - resources,
Victim assistance - resources,
Liver disease - resources,
Arthritis - resources,
Spina bifida - resources,
Spinal injury - resources,
Blindness - resources,
HIV/AIDS - resources,
Alzheimer - resources,
ALS - resources,
Asthma and allergy resources,
Ostomy - resources,
Reye syndrome - resources,
Loss of a child - resources,
Celiac disease - resources,
Scleroderma - resources,
Parkinson disease - resources,
Psoriasis - resources,
Alcohol use disorder - resources,
Sickle cell anemia - resources,
Scoliosis - resources,
SIDS - resources,
Heart disease - resources,
Hemophilia - resources,
Infertility - resources,
Herpes - resources,
Time out,
Over-the-counter medicines,
Liquid medication administration,
Discipline in children,
Dental care - child,
Tooth anatomy,
Acute,
Aspiration,
Asymptomatic,
Autoinoculation,
Adrenal glands,
Amniotic fluid,
Aerobic,
Amino acids,
Antibody,
Antigen,
Appropriate for gestational age (AGA),
Auscultation,
Allergen,
Anaerobic,
Anastomosis,
Anterior,
Aplastic,
Aspartic acid,
Benign,
Bile,
Bladder outlet obstruction,"The symptoms of BOO may vary, but can include:; Abdominal pain; Continuous feeling of a full bladder; Frequent urination; Pain during urination (dysuria); Problems starting urination (urinary hesitancy); Slow, uneven urine flow, at times being unable to urinate; Straining to urinate; Urinary tract infection; Waking up at night to urinate (nocturia); Urinary incontinence"
Brachial plexus,
Biliary system,
Biofeedback,
Lipofuscin,
Lateral traction,
Lateral,
Liquid nitrogen,
Lymph system,
Long bones,
Macroglossia,
Macrosomia,
Macula lutea,
Malignancy,
Medial,
Melanin,
Metabolism,
Metabolite,
Metastasis,
Myelin,
Mucopolysaccharides,
Mucosa,
Necrosis,
Neurologic deficit,
Neuroretinitis,
Noninvasive,
Newborn head molding,
Neonate,
Peripheral,
Physical examination,
Proliferation,
Protuberance,
Penis,
Periosteum,
Percussion,
Peristalsis,
Potential acuity meter,
Palpation,
Pedicle,
Prosthesis,
Proximal,
Renal,
Respiratory,
Retina,
Sebaceous adenoma,
Symptomatic,
Systemic,
Sclera,
Scrotum,
Subcutaneous,
Short bones,
Sitz bath,
Secondary infections,
Skin findings in newborns,
Small for gestational age (SGA),
Stent,
Surgical excision,
Serosanguineous,
Spores,
Stimulants,
Stimulus,
Cardiovascular,
Central nervous system,
Chronic,
Concomitant,
Contraindication,
Cytochrome b5 reductase,
Excessive carrying angle of the elbow,
Cervix,
Choroid,
Ciliary body,
Cranial sutures,
Calcification,
Cytologic evaluation,
Chemotherapy,
Chromatography,
Conjunctiva,
Chromosome,
Titer,
Translocation,
Toxins,
Tryptophan,
Tubercle,
Testes,
Tibia,
Traction,
Uvea,
Vasoconstriction,
Visceromegaly,
Vital signs,
Vagina,
Vulva,
White matter of the brain,
Prosthetic graft,
Distal,
Duodenum,
Dissect,
Electrolytes,
Endocrine glands,
Enterotoxin,
Enzyme,
Enzyme markers,
Eschar,
Etiology,
Exudate,
Electrocauterization,
Endoscope,
Elimination patterns,
Endemic,
Epithelium,
Fine motor control,
Fistula,
Flat bones,
Gestational age,
Gross motor control,
Glucuronyl transferase,
Genes,
Hemolysis,
Hemorrhagic,
Macrophage,
Hyperbaric oxygen therapy,
Hypoventilation,
Hepatic,
Head circumference,
Hypothalamus,
Intrinsic factor,
Insidious,
Intravenous,
Invasive,
Ions,
Iris,
Incidence,
Inspection,
Intrauterine,
Kinins,
Bedtime habits for infants and children,
Healthy living,
Bili lights,
Changes in the newborn at birth,
Crying in childhood,
Crying in infancy,
Fetal development,
Vitamins,
Vitamin A,
Thiamin,
Vitamin B6,
Vitamin B12,
Vitamin C,
Vitamin D,
Vitamin E,
Vitamin K,
Folic acid in diet,
Niacin,
Pantothenic acid and biotin,
Riboflavin,
Calcium in diet,
Potassium in diet,
Selenium in diet,
Sodium in diet,
Zinc in diet,
Chloride in diet,
Chromium in diet,
Copper in diet,
Fluoride in diet,
Iodine in diet,
Iron in diet,
Magnesium in diet,
Phosphorus in diet,
Food jags,
Hyperactivity and sugar,
Traveling with children,
Lead - nutritional considerations,
Aflatoxin,
Pesticides,
Irradiated foods,
Genetically modified organisms - GMOs,
Traveler's diarrhea diet,
Food safety,
Food additives,
Heart disease and diet,
Cystic fibrosis - nutrition,
Inborn errors of metabolism,
Diet - liver disease,
Diet - chronic kidney disease,
Celiac disease - nutritional considerations,
Sweeteners - sugars,
Caffeine in the diet,
Infant formulas,
Cow's milk - infants,
Overcoming breastfeeding problems,
Normal growth and development,
Nutrition and athletic performance,
Food labeling,
Cooking utensils and nutrition,
Vegetarian diet,
Protein in diet,
Carbohydrates,
Fiber,
Lead poisoning,"There are many possible symptoms of lead poisoning. Lead can affect many different parts of the body. A single high dose of lead can cause severe emergency symptoms.; However, it is more common for lead poisoning to occur slowly over time. This results from repeated exposure to small amounts of lead. In this case, there may not be any obvious symptoms. Over time, even low levels of lead exposure can harm a child's mental development. The health problems get worse as the level of lead in the blood gets higher.; Lead is much more harmful to children than adults because it can affect children's developing nerves and brains. The younger the child, the more harmful lead can be. Unborn children are the most vulnerable.; Possible complications include:; The symptoms of lead poisoning may include:; Very high levels of lead may cause vomiting, internal bleeding, staggering walk, muscle weakness, seizures, or coma.; Behavior or attention problems; Failure at school; Hearing problems; Kidney damage; Reduced IQ; Slowed body growth; Abdominal pain and cramping (usually the first sign of a high, toxic dose of lead); Aggressive behavior; Anemia (low red blood cell count); Constipation; Difficulty getting pregnant; Difficulty sleeping; Headaches; Hearing loss; Irritability; Loss of previous developmental skills (in young children); Low appetite and energy; Reduced sensations"
Mercuric chloride poisoning,"Symptoms of mercuric chloride poisoning include:; Abdominal pain (severe); Breathing difficulty (severe); Decreased urine output (may stop completely); Diarrhea (bloody); Drooling; Metallic taste; Mouth lesions (sores); Pain in the throat and mouth (severe); Shock (extremely low blood pressure); Swelling in the throat (may result in throat closure and inability to breathe); Vomiting, including blood"
Mercuric oxide poisoning,"Symptoms of mercuric oxide poisoning include:; Abdominal pain (severe); Breathing difficulty (severe); Bloody diarrhea; Decreased urine output (may stop completely); Drooling; Metallic taste in the mouth; Mouth soresÂ (ulcers); Throat swelling (swelling may cause throat to close); Shock (extremely low blood pressure); Vomiting, including blood"
Mercury poisoning,"ELEMENTAL MERCURY; Elemental mercury is usually harmless if it is touched or swallowed. It is so thick and slippery that it usually falls off the skin or leaves the stomach and intestines without being absorbed.; A lot of damage can occur, though, if elemental mercury gets into the air in the form of small droplets that are breathed into the lungs. This often occurs by mistake when people try to vacuum up mercury that has spilled onto the ground.; Breathing in enough elemental mercury will cause symptoms right away. These are called acute symptoms. Long-term symptoms will occur if small amounts are inhaled over time. These are called chronic symptoms. Chronic symptoms may include:; Depending on how much mercury is inhaled, permanent lung damage and death may occur. Long-term brain damage from inhaled elemental mercury can also occur.; There have been cases of mercury being injected under the skin, which can cause fever and rash. Infection may develop, requiring surgical drainage and removal of the mercury.; INORGANIC MERCURY; Unlike elemental mercury, inorganic mercury is usually poisonous when swallowed. Depending on how much is swallowed, symptoms may include:; If inorganic mercury enters your bloodstream, it can attack the kidneys and brain. Permanent kidney damage and kidney failure may occur. A large amount in the bloodstream may cause massive blood and fluid loss from diarrhea and kidney failure, leading to death.; ORGANIC MERCURY; Organic mercury can cause sickness if it is breathed in, eaten, or placed on the skin over long periods of time. Usually, organic mercury causes problems over years or decades, not right away. This means that being exposed to small amounts of organic mercury every day for years will likely cause symptoms to appear later. A single large exposure, however, can also cause problems.; Long-term exposure will likely cause symptoms in the nervous system, including:; Being exposed to large amounts of the organic mercury called methylmercury while pregnant may cause permanent brain damage in the baby. Most health care providers recommend eating less fish, especially high-mercury fish such as swordfish, while pregnant, and limiting the consumption of such fish by small children as well. Women should talk to their provider about what they should and should not eat while pregnant.; Metallic taste in the mouth; Vomiting; Difficulty breathing; Bad cough; Swollen, bleeding gums; Burning in the stomach and throat; Bloody diarrhea and vomiting; Numbness or pain in certain parts of your skin; Uncontrollable shaking or tremor; Inability to walk well; Blindness and double vision; Memory problems; Seizures and death (with large exposures)"
Naphthalene poisoning,"Stomach problems may not occur until 2 days after coming in contact with the poison. They can include:; The person may also have a fever. Over time, the following symptoms also may occur:; Note: People with a condition called glucose-6-phosphate dehydrogenase deficiency are more vulnerable to the effects of naphthalene.; Abdominal pain; Nausea and vomiting; Diarrhea; Coma; Confusion; Convulsions; Drowsiness; Headache; Increased heart rate (tachycardia); Low blood pressure; Low urine output (may stop completely); Pain when urinating (may be blood in the urine); Shortness of breath; Yellowing of skin (jaundice)"
Nitric acid poisoning,"Symptoms from swallowing nitric acid may include:; Symptoms from breathing in (inhaling) nitric acid may include:; If the poison touches your skin or eyes, you may have:; Abdominal pain - severe; Burns to skin or mouth; Drooling; Fever; Mouth pain - severe; Rapid drop in blood pressure (shock); Throat swelling, which leads to breathing difficulty; Throat pain - severe; Vomiting, bloody; Bluish-colored lips and fingernailsÂ (cyanosis); Chest tightness; Choking; Coughing; Coughing up blood; Dizziness; Low blood pressure; Rapid pulse; Shortness of breath; Weakness; Blisters; Burns; Pain; Vision loss"
Oxalic acid poisoning,"Symptoms of oxalic acid poisoning include:; Symptoms from getting oxalic acid on the skin or in the eyes include:; Abdominal pain; Burns and blisters where the acid contacted the skin, lips, tongue, and gums; Chest pain; Collapse; Drooling; Mouth pain; Seizures; ShockÂ (rapid drop in blood pressure); Throat pain and swelling, which leads to difficulty breathing; Tremors (unintentional trembling); Vomiting; Burning; Severe pain; Vision loss"
Acetone poisoning,"Below are symptoms of acetone poisoning or exposure in different parts of the body.; HEART AND BLOOD VESSELS (CARDIOVASCULAR SYSTEM); STOMACH AND INTESTINES (GASTROINTESTINAL SYSTEM); NERVOUS SYSTEM; BREATHING (RESPIRATORY)
SYSTEM; URINARY SYSTEM; Low blood pressure; Nausea and vomiting; Pain in belly area; Person may have a fruity odor; Sweet taste in mouth; Feeling of drunkenness; Coma (unconscious, unresponsive); Drowsiness; Stupor (confusion, decreased level of consciousness); Lack of coordination; Difficulty breathing; Slowed breathing rate; Shortness of breath; Increased need to urinate"
Potassium carbonate poisoning,"Symptoms of potassium carbonate poisoning include:; Symptoms from getting potassium carbonate on the skin or in the eyes include:; Burns and severe pain in the mouth and throat; Throat swelling, which leads to difficulty breathing; Drooling; Severe abdominal pain; Diarrhea; Chest pain; Rapid drop in blood pressure (shock); Vomiting, often bloody; Burning; Severe pain; Vision loss"
Potassium hydroxide poisoning,"Symptoms from swallowing potassium hydroxide include:; Symptoms from getting potassium hydroxide on the skin or in the eyes include:; Burns and severe pain in the mouth and throat; Throat swelling, which leads to difficulty breathing; Drooling; Severe abdominal pain; Diarrhea; Chest pain; Rapid drop in blood pressure (shock); Vomiting, often bloody; Burning; Severe pain; Vision loss"
Boric acid poisoning,"The main symptoms of boric acid poisoning are blue-green vomit, diarrhea, and a bright red rash on the skin. Other symptoms may include:; Blisters; Collapse; ComaÂ (lack of responsiveness); Seizures; Drowsiness; Fever; Headache; Lack of desire to do anything (lethargy); Low blood pressure; Restlessness; Significantly decreased urine output (or none); Sloughing of skin; Twitching of facial muscles, arms, hands, legs, and feet; Weakness"
Sodium carbonate poisoning,"Symptoms from swallowing sodium carbonate may include:; Symptoms from skin or eye contact may include:; Breathing problems due to throat swelling; Collapse; Diarrhea; Drooling; Eye irritation, redness, and pain; Hoarseness; Low blood pressure (may develop rapidly); Severe pain in the mouth, throat, chest, or abdominal area; Shock; Swallowing difficulty; Vomiting; Skin burning, drainage, and pain; Eye burning, drainage, and pain; Vision loss"
Sodium hydroxide poisoning,"Below are symptoms of sodium hydroxide poisoning or exposure in different parts of the body.; AIRWAYS AND LUNGS; ESOPHAGUS, INTESTINES, AND STOMACH; EYES, EARS, NOSE, AND THROAT; HEART AND BLOOD; SKIN; Breathing difficulty (from inhaling sodium hydroxide); Lung inflammation; Sneezing; Throat swelling (which may also cause breathing difficulty); Blood in the stool; Burns of the esophagus (food pipe) and stomach; Diarrhea; Severe abdominal pain; Vomiting, possibly bloody; Drooling; Severe pain in the throat; Severe pain or burning in the nose, eyes, ears, lips, or tongue; Vision loss; Collapse; Low blood pressure (develops rapidly); Severe change in blood pH (too much or too little acid in the blood); Shock; Burns; Hives; Irritation; Holes in the skin or tissue under the skin"
Sodium hypochlorite poisoning,"Watered-down (diluted) sodium hypochlorite generally causes only mild stomach irritation. Swallowing larger amounts can cause more serious symptoms. Industrial-strength bleach contains much higher concentrations of sodium hypochlorite, which may cause severe injury.; NEVER mix ammonia with sodium hypochlorite (bleach or bleach-containing products). This common household error produces chlorine, which is a toxic gas that can cause choking and serious breathing problems.; Symptoms of sodium hypochlorite poisoning may include:; Burning, tearing red eyes; Burns of the esophagus; Chest pain or tightness; Coma (lack of responsiveness); Coughing (from the fumes); Delirium (agitation and confusion); Drooling; Gagging sensation; Low blood pressure; Pain in the mouth or throat; Skin irritation of the exposed area, burns, or blistering; Shock (extremely low blood pressure); Slow heartbeat; Stomach or abdominal pain; Throat swelling, which leads to difficulty breathing; Vomiting, sometimes bloody; Weakness"
Trisodium phosphate poisoning,"Below are symptoms of trisodium phosphate poisoning or exposure in different parts of the body.; AIRWAYS AND LUNGS; ESOPHAGUS, STOMACH AND INTESTINES; EYES, EARS, NOSE, AND THROAT; HEART AND BLOOD; SKIN; Breathing difficulty (from inhaling trisodium phosphate); Coughing; Throat swelling (which may also cause breathing difficulty); Blood in the stool; Burns of the esophagus (food pipe) and stomach; Diarrhea; Severe abdominal pain; Vomiting, possibly bloody; Drooling; Severe pain in the throat; Severe pain or burning in the nose, eyes, ears, lips, or tongue; Vision loss; Low blood pressure (develops rapidly); Collapse; Severe change in blood acid level; Shock; Burns; Hives; Holes in the skin or tissue under the skin; Skin irritation"
Ammonium hydroxide poisoning,"Below are symptoms of ammonia exposure or poisoning in different parts of the body.; AIRWAYS AND LUNGS; EYES, EARS, NOSE, AND THROAT; ESOPHAGUS, STOMACH, AND INTESTINES; HEART AND BLOOD; SKIN; Breathing difficulty (if the ammonia is inhaled); Coughing; Throat swelling (can also cause breathing difficulty); Wheezing; Inability to swallow; Severe pain in the throat; Severe pain or burning in the nose, eyes, ears, lips, or tongue; Vision loss; Blood in the stool; Burns of the esophagus (food pipe) and stomach; Severe abdominal pain; Vomiting, possibly with blood; Collapse; Low blood pressure (develops rapidly); Severe change in pH (too much or too little acid in the blood, which leads to damage in all of the body organs); Burns; Holes in skin tissue; Irritation"
Sulfuric acid poisoning,"Initial symptoms include severe pain on contact.; Symptoms from swallowing may also include:; Symptoms from breathing in the poison may include:; Symptoms from skin or eye contact may include:; Breathing difficulty due to throat swelling; Burns in the mouth and throat; Drooling; Fever; Rapid development of low blood pressure (shock); Severe pain in the mouth and throat; Speech problems; Vomiting, with blood; Vision loss; Bluish skin, lips, and fingernails (cyanosis); Breathing difficulty; Body weakness; Chest pain (tightness); Choking; Coughing; Coughing up blood; Dizziness; Low blood pressure; Rapid pulse; Shortness of breath; Skin burning, drainage, and pain; Eye burning, drainage, and pain; Vision loss"
Cobalt poisoning,"Usually you have to be exposed to high levels of cobalt for weeks to months to have symptoms. However, it is possible to have some symptoms if you swallow a large amount of cobalt at one time.; The most worrisome form of cobalt poisoning occurs when you breathe it into your lungs. This usually will only happen in industrial settings where large amounts of drilling, polishing, or other processes release fine particles containing cobalt into the air. Breathing in this cobalt dust can lead to chronic lung problems. If you breathe in this substance for long periods, you will likely develop breathing problems that are similar to asthma or pulmonary fibrosis, such as shortness of breath and decreased exercise tolerance.; Cobalt poisoning that occurs from prolonged constant with your skin will likely cause irritation and rashes that go away slowly.; Swallowing a large amount of absorbable cobalt at one time is very rare and is likely not very dangerous. It may cause nausea and vomiting. However, absorbing a large amount of cobalt over longer periods of time can lead to serious health problems, such as:; Cardiomyopathy (a problem where your heart becomes big and floppy and has problems pumping blood); Deafness; Nerve problems; Ringing in the ears (tinnitus); Thickening of the blood; Thyroid problems; Vision problems"
Copper poisoning,Swallowing large amounts of copper may cause:; Touching large amounts of copper can cause the hair to turn a different color (green). Breathing in copper dust and fumes may cause an acute syndrome of metal fume fever (MFF). People with MFF have:; Long-term exposure may cause lung inflammation and permanent scarring. This can lead to decreased lung function.; Symptoms of long-term exposure include:; Abdominal pain; Diarrhea; Vomiting; Yellow skin and whites of the eyes (jaundice); Chest pain; Chills; Cough; Fever; General weakness; Headache; Metallic taste in the mouth; Anemia (low red blood cell count); Burning sensation; Chills; Convulsions; Dementia; Diarrhea (often bloody and may be blue in color); Difficulty speaking; Fever; Involuntary movements; Jaundice (yellow skin); Kidney failure; Liver failure; Metallic taste in the mouth; Muscle aches; Nausea; Pain; Shock; Tremor (shaking); Vomiting; Weakness
Hydrochloric acid poisoning,"Symptoms from swallowing hydrochloric acid may include:; Symptoms from breathing in hydrochloric acid:; If the poison touches your skin or eyes, you may have:; Mouth and throat burn, causing severe pain; Drooling; Breathing difficulty due to swelling of throat; Severe abdominal pain; Bloody vomiting; Severe chest pain; Fever; Rapid drop in blood pressure (shock); Bluish color to lips and fingernails; Chest tightness; Choking; Coughing up blood; Dizziness; Low blood pressure; Rapid pulse; Shortness of breath; Weakness; Blisters; Burns; Pain; Vision loss"
Hydrofluoric acid poisoning,"From swallowing:; From breathing in (inhaling) the acid:; If the poison touched your skin or eyes, you may have:; Hydrofluoric acid poisoning can have direct effects on the heart. It can lead to irregular, and sometimes life-threatening, heartbeats.; People who come into contact with this poison are likely to have a combination of the listed symptoms.; Burns to the mouth and throat causing severe pain; Drooling; Breathing difficulty from throat and mouth swelling and burning; Abdominal pain; Vomiting blood; Chest pain; Collapse (from low blood pressure or shock); Irregular heartbeat; Bluish lips and fingernails (cyanosis); Chills; Chest tightness; Choking; Coughing blood; Rapid pulse; Dizziness; Fever; Weakness; Blisters; Burns; Pain; Vision loss"
Morphine overdose,"When you take the correct or prescribed dose of these medicines, side effects may occur. In addition to relieving pain, you may be drowsy, confused and in a daze, constipated, and possibly nauseated.; When you take too much of this medicine, symptoms become much more serious. Symptoms may develop in many body systems:; EYES, EARS, NOSE, AND THROAT:; GASTROINTESTINAL SYSTEM:; HEART AND BLOOD VESSELS:; NERVOUS SYSTEM:; RESPIRATORY SYSTEM:; SKIN:; OTHER SYMPTOMS:; Pinpoint pupils; Constipation; Nausea; Spasms (pain) of the stomach or intestinal tract; Vomiting; Low blood pressure; Weak pulse; Coma (unresponsiveness); Drowsiness; Possible seizures; Difficulty breathing; Slow breathing that requires more effort; Shallow breathing; No breathing; Bluish-colored fingernails and lips (cyanosis); Muscle damage from being immobile while unresponsive"
Naproxen sodium overdose,"Symptoms of naproxen sodium overdose include:; Agitation, confusion, incoherence (the person is not understandable); Blurred vision; Coma; Seizures; Diarrhea; Dizziness, unsteadiness, movement problems; Drowsiness; Headache -- severe; Heartburn, stomach pain (possible bleeding in the stomach and intestines); Nausea, vomiting; Rash; Ringing in the ears; Slow, labored breathing, wheezing"
Pentobarbital overdose,"Symptoms of a pentobarbital overdose may include:; Blurred or double vision, rapid side-to-side movement of eyes (nystagmus); Coma (decreased level of consciousness and lack of responsiveness); Confusion; Dizziness; Drowsiness, tiredness, fainting; Nausea; Rash or blisters; Shock (extremely low blood pressure); Slowed or absent breathing; Stupor (decreased level of alertness); Slurred speech; Weakness, uncoordinated movement, staggering gait (ataxia, seen commonly in children)"
Nicotine poisoning,"Symptoms of nicotine poisoning include:; Abdominal cramps; Agitation, restlessness, excitement, or confusion; Breathing that may be difficult, rapid, or even stopped; Burning sensation in mouth, drooling; Seizures; Depression; Fainting or even coma (lack of responsiveness); Headache; Muscle twitching and damage; Palpitations (fast and pounding heartbeat often followed by slow heart rate); Vomiting; Weakness"
