Disease Name,Symptoms
Trichomoniasis,"In women,Trichomonasorganisms can live in the vagina for many years without causing symptoms. If symptoms occur, they can include:
In rare cases there will be discomfort in the lower abdomen. Symptoms may be worse during a menstrual period. Although men usually have no symptoms, they occasionally can have irritation and inflammation at the tip of the penis, discomfort during urination, and a discharge from the end of the penis.
"
Trigeminal Neuralgia (Tic Douloureux),
Tropical Sprue,
Tuberculosis,"Most people infected with tuberculosis have inactive disease that does not cause any symptoms. In these people, a skin test for tuberculosis (called a PPD skin test, for ""protein purified derivative"") will show positive results within three months of getting the infection. Once a PPD is positive, it usually will remain positive throughout life.
Among people with active tuberculosis, symptoms vary according to the type of disease:
There usually is also a cough, which eventually produces discolored mucus. As the illness progresses, people may cough up blood (sometimes in large amounts), become short of breath and ultimately develop severe breathing problems.
Although the bacteria are spread throughout the body, there may not be any other symptoms. But if there are, they can occur nearly anywhere. Some of the more common symptoms are:
"
Type 1 Diabetes Mellitus,"Initial Symptoms
Symptoms usually come on suddenly and strongly. Typically the most prominent symptoms are excessive urination and extreme thirst. This is because the increased glucose in the blood causes the kidneys to create more urine than usual. Losing more fluid in the urine makes a person dehydrated. And dehydration leads to great thirst. Children may start to wet the bed again.
Weight loss, with no loss of appetite, also is common. The weight loss is due in part to dehydration. Water has weight.  Imagine holding a gallon jug of water: it weighs about eight pounds. People with new, uncontrolled type 1 diabetes can lose a gallon of water from dehydration.
Other common symptoms are weakness, fatigue, confusion, nausea and vomiting. These symptoms can be caused both by dehydration and by a condition called ketoacidosis.
Ketoacidosis occurs because cells can't use the glucose they need for energy. So the cells have to use something else. In response to low insulin levels, the liver produces an alternative fuel called ketones. Ketones are a kind of acid. When they build up in the blood, it's called ketoacidosis. Ketoacidosis can cause heart problems and affect the nervous system. Within hours, it may put a person at risk of coma or death.
Even after it is diagnosed and treatment is begun, type 1 diabetes can affect all body systems. It is less likely to damage the body, and cause symptoms, if the blood sugar levels are well controlled by treatment.
The serious and potentially life-threatening complications that can occur with type 1 diabetes include:
Hypoglycemia can lead to coma if it is not corrected by eating or drinking carbohydrates. Glucagon is a substance that makes the liver release glucose into the bloodstream. An injection of glucagon can also correct hypoglycemia.
"
Type 2 Diabetes Mellitus,
Ulcerative Colitis,"The symptoms of ulcerative colitis vary. Some people with the disease have a burst of symptoms every few months. Others have symptoms all the time. Some, fortunately, have symptoms only rarely.
Typical symptoms include
Ulcerative colitis also may cause
"
Undescended Testicle,"There is usually only one sign that a boy has an undescended testicle. The scrotum appears underdeveloped or smaller on the affected side. In rare cases, the undescended testicle can become twisted (testicular torsion), causing severe groin pain. If this happens, seek medical attention immediately.
"
Urethritis,
Urinalysis,
Urinary Health,"The symptoms of specific conditions involving the urinary tract vary depending on the condition.
"
Urinary Incontinence,
Urinary Tract Infection in Men,
Uterine And Bladder Prolapse,"Mild cases of bladder or uterine prolapse usually don't cause any symptoms. A prolapse that is more advanced can cause any of the following symptoms:
"
Uterine Cancer,
Uveitis,
Vaginal Atrophy (Atrophic Vaginitis),
Vaginal Cancer,
Vaginal Discharge,"You may notice a change in the color, amount or odor of discharge. A white, curd-like discharge that looks like cottage cheese is a classic sign of yeast infection. Yellow, green or gray discharge is usually a sign of trichomonas or bacterial vaginosis. Bacterial vaginosis also has an unusual, fishy odor.
Itching is usually most noticeable with a yeast infection, though it may occur with any type of infection or irritation. A dry, irritated vaginal lining, which may be particularly uncomfortable or painful during intercourse, is usually a more prominent symptom of atrophic vaginitis. A new vaginal discharge accompanied by fever, abdominal pain or pain during intercourse may indicate a sexually transmitted disease, such as gonorrhea or chlamydia. However, gonorrhea and chlamydia usually don't cause any symptoms at all.
"
Vaginal Yeast Infection,"The symptoms of a vaginal yeast infection include:
"
Vaginitis,"Bacterial vaginosis — Bacterial vaginosis causes an abnormal grayish-white vaginal discharge with a foul-smelling vaginal odor.
Candida vaginitis —Candida vaginitis can cause the following symptoms:
Trichomonas —In women, Trichomonas organisms can live in the vagina for many years without causing any symptoms. If symptoms occur, they can include:
Symptoms can be worse during a menstrual period.
"
Varicose Veins,"In the legs, varicose veins commonly are found along the inside of the leg, at the ankles and at the back of the calf. The affected veins look blue, swollen or stretched out, kinked or twisted.
A dull ache in the legsIn some people, varicose veins do not cause any symptoms. However, other people may experience one or more of the following:
In more severe cases of chronic venous insufficiency, a slowing of blood flow through the vein can lead to localized skin changes, including dryness, a rash or brownish discoloration and open sores (ulcers). Slow blood flow also can cause a clot to form inside the affected vein. This condition is called thrombosis.
In general, symptoms of varicose veins are worse at the end of the day, especially after periods of prolonged standing. Some women also find that their symptoms are more intense during the days before their menstrual periods, and during pregnancy.
"
Vascular Birthmarks,"Vascular birthmarks are painless and usually don't cause any symptoms other than the skin discoloration.
A hemangioma may cause other symptoms if its location interferes with a vital organ. For example, a lesion on the neck could press down on the trachea and interfere with breathing, and a hemangioma near the eye or on the ear could limit vision or affect hearing.
In rare cases, a port-wine stain is associated with other abnormalities. For example, some children who have a stain around the eyelids also have Sturge-Weber syndrome, a condition that is associated with glaucoma, seizures and other problems.
"
Vasculitis Overview,"Symptoms vary depending on the specific type of vasculitis:
"
Vertigo,
Vitamin B12 Deficiency,"Symptoms tend to develop slowly and may not be recognized immediately. As the condition worsens, common symptoms include:
If low levels of B12remain for a long time, the condition also can lead to irreversible damage to nerve cells, which can cause the following symptoms:
"
Vitiligo,
Vocal Cord Disorders,
Vulvar Cancer,
Waldenström Macroglobulinemia,
Warts,"The two types of warts seen most often are common warts and plantar warts.

Plantar wartsappear on the bottom (sole) of the foot. They are flattened by the pressure of standing on them and can be dotted with tiny, clotted blood vessels that look like dark pinpoints. Plantar warts often are painful, especially when they're on a weight-bearing part of the foot. Plantar warts may require vigorous, repeated treatment before they go away.

Other types of warts include:
Genital wartsappear on and near the genitals of men and women, as well as inside the vagina and on the cervix in women.
Cervical wartsappear on the cervix and sometimes develop into cervical cancer.
Mosaic wartsappear on the feet. They are groups of many small, closely set plantar warts.
Filiform wartsappear on the eyelids, face, neck or lips. They are long, narrow growths that usually grow straight out from the skin.
Flat wartsappear on the face and along scratch marks. They are smooth, flat-topped, yellow-brown papules and are more common in children than in adults.
Pedunculated wartsappear on the head and neck, scalp and beard and are shaped like cauliflower.
Diagnosis
A doctor usually can diagnose warts by looking at them. Sometimes, the doctor will have to take some tissue from a wart and analyze it under a microscope. An HPV test can also be performed on samples taken from the cervix during a woman's pelvic exam.
"
Wrist Sprain,"In a mild wrist sprain, your wrist may be slightly swollen and tender, and you probably will feel some mild pain when you move it.
In more severe sprains, swelling can change the shape of your wrist, and you may have some bruising (a black-and-blue skin discoloration). Also, you'll probably feel significant pain when you try to move your wrist, or when your health care professional moves your wrist while examining it.
"
Yaws,
