Disease Name,Symptoms
Hashimoto's disease,"Hashimoto's disease progresses slowly over the years. You may not notice signs or symptoms of the disease. Eventually, the decline in thyroid hormone production can result in any of the following:
Fatigue and sluggishness
Increased sensitivity to cold
Increased sleepiness
Dry skin
Constipation
Muscle weakness
Muscle aches, tenderness and stiffness
Joint pain and stiffness
Problems with memory or concentration
Swelling of the thyroid (goiter)
A puffy face
Brittle nails
Hair loss
Enlargement of the tongue"
Transient ischemic attack (TIA),"Transient ischemic attacks usually last a few minutes. Most symptoms disappear within an hour. Rarely, symptoms may last up to 24 hours. The symptoms of aTIAare similar to those found early in a stroke. Symptoms happen suddenly and may include:
Weakness, numbness or paralysis in the face, arm or leg, typically on one side of the body.
Slurred speech or trouble understanding others.
Blindness in one or both eyes or double vision.
Dizziness or loss of balance or coordination.
You may have more than oneTIA. Their symptoms may be similar or different depending on which area of the brain is involved."
Trigeminal neuralgia,"Trigeminal neuralgia symptoms may include one or more of these patterns:
Episodes of intense shooting or jabbing pain that may feel like an electric shock.
Sudden episodes of pain or pain triggered by touching the face, chewing, speaking or brushing your teeth.
Episodes of pain lasting from a few seconds to several minutes.
Pain that occurs with facial spasms.
Pain in areas supplied by the trigeminal nerve. These areas include the cheek, jaw, teeth, gums or lips. Less often, the eye and forehead may be affected.
Pain on one side of the face at a time.
Pain focused in one spot. Or the pain may be spread in a wider pattern.
Pain that rarely occurs while sleeping.
Episodes of pain that become more frequent and intense over time."
Folliculitis,"Folliculitis signs and symptoms include:
Superficial folliculitis can look like a pus-filled bump.
Hot tub folliculitis causes round, itchy bumps that may later develop into small pus-filled blisters. The rash is likely to be worse in areas where your swimsuit holds water against the skin.
Razor bumps affect people with curly beards. The condition is also called pseudofolliculitis barbae. It develops when shaved hairs curve back into the skin, leading to inflammation.
A carbuncle is a cluster of boils painful, pus-filled bumps that form a connected area of infection under the skin.
The two main types of folliculitis are superficial and deep. The superficial type involves part of the follicle, and the deep type involves the entire follicle and is usually more severe.
Types of folliculitis, with the most common listed first, include:
Clusters of small bumps or pimples around hair follicles
Pus-filled blisters that break open and crust over
Itchy, burning skin
Painful, tender skin
An inflamed bump
This common type is a rash of itchy, pus-filled bumps. It occurs when hair follicles become infected with bacteria, usually Staphylococcus aureus (staph). Staph bacteria live on the skin all the time. And they can cause problems when they enter the body through a cut or other wound.
This type is a rash of itchy, pus-filled bumps, most often on the back and chest. It's caused by a yeast infection.
This type causes pus-filled bumps around the nose and mouth. It sometimes develops in people who are receiving long-term antibiotic therapy for acne.
This type causes intense itching and recurring patches of bumps and pimples that form near hair follicles of the face and upper body. It mainly affects people with HIV/AIDS. The cause of this condition isn't fully understood.
These occur when hair follicles become deeply infected with staph bacteria. A boil tends to appear suddenly as a painful inflamed bump. A carbuncle is a cluster of boils.
This type affects people who shave."
Ringworm (scalp),"Signs and symptoms of ringworm of the scalp may include:
Up close, the scalp can look scaly and silvery with patches of broken hair. You may also see small black dots if the hair has broken off right at the scalp.
One or more round, scaly or inflamed patches where the hair has broken off at or near the scalp
Patches that slowly get bigger and have small, black dots where the hair has broken off
Brittle or fragile hair that can be easily broken or pulled out
Tender or painful areas on the scalp"
Ringworm (body),"Signs and symptoms of ringworm may include:
A scaly ring-shaped area, typically on the buttocks, trunk, arms and legs
Itchiness
A clear or scaly area inside the ring, perhaps with a scattering of bumps whose color ranges from red on white skin to reddish, purplish, brown or gray on black and brown skin
A round, flat patch of itchy skin
Overlapping rings"
Jock itch,"Symptoms of jock itch are:
A spreading rash that begins in the crease of the groin and moves down the upper thigh and buttocks.
A rash whose center tends to clear as the rash spreads.
A rash that may be full or partially ring shaped.
A rash bordered with small blisters.
Itchiness.
Scaly skin.
A rash that might be red, brown, purple or gray depending on your skin color."
Athlete's foot,"Athlete's foot can affect one or both feet. Common signs and symptoms are:
Scaly, peeling or cracked skin between the toes
Itchiness, especially right after taking off shoes and socks
Inflamed skin that might appear reddish, purplish or grayish, depending on your skin color
Burning or stinging
Blisters"
Tinnitus,"Buzzing
Roaring
Clicking
Hissing
Humming"
TMJ disorders,"Symptoms of TMJ disorders may include:
Pain or tenderness in the jaw.
Pain in one or both temporomandibular joints.
Aching pain in and around the ear.
Having a hard time chewing or pain while chewing.
Aching facial pain.
Locking of the joint, making it hard to open or close your mouth.
Headache.
Neck pain.
Eye pain.
Tooth pain that occurs along with jaw tenderness.
TMJ disorders also can cause a clicking sound or grating sensation when you open your mouth or chew. But if there's no pain or limitation of movement related to your jaw clicking, it's likely that you won't need treatment."
TMJ disorders,"Symptoms of TMJ disorders may include:
Pain or tenderness in the jaw.
Pain in one or both temporomandibular joints.
Aching pain in and around the ear.
Having a hard time chewing or pain while chewing.
Aching facial pain.
Locking of the joint, making it hard to open or close your mouth.
Headache.
Neck pain.
Eye pain.
Tooth pain that occurs along with jaw tenderness.
TMJ disorders also can cause a clicking sound or grating sensation when you open your mouth or chew. But if there's no pain or limitation of movement related to your jaw clicking, it's likely that you won't need treatment."
Toe walking in children,Toe walking is walking on the toes or the ball of the foot.
Nail fungus,"Symptoms of nail fungus include a nail or nails that are:
Thickened
Discolored
Brittle, crumbly or ragged
Misshapen
Separated from the nail bed
Smelly
Nail fungus can affect fingernails, but it's more common in toenails."
Tongue cancer,"When tongue cancer happens in the mouth, the first sign is often a sore on the tongue that doesn't heal. Other symptoms may include pain or bleeding in the mouth and a lump or thickening on the tongue.
When tongue cancer happens in the throat, the first sign can be swollen lymph nodes in the neck. Other symptoms may include coughing up blood, weight loss and ear pain. There also may be a lump in the back of the mouth, throat or neck.
Other tongue cancer symptoms may include:
A red or white patch on the tongue or lining of the mouth.
A sore throat that doesn't go away.
A feeling that something is caught in the throat.
Numbness of the mouth or tongue.
Difficulty or pain with chewing, swallowing, or moving the jaws or tongue.
Swelling of the jaw.
A change in voice."
Tongue-tie (ankyloglossia),"Signs and symptoms of tongue-tie include:
Difficulty lifting the tongue to the upper teeth or moving the tongue from side to side.
Trouble sticking out the tongue past the lower front teeth.
A tongue that appears notched or heart shaped when stuck out."
Tongue-tie (ankyloglossia),"Signs and symptoms of tongue-tie include:
Difficulty lifting the tongue to the upper teeth or moving the tongue from side to side.
Trouble sticking out the tongue past the lower front teeth.
A tongue that appears notched or heart shaped when stuck out."
Tonic-clonic (grand mal) seizure,"Tonic-clonic seizures have two stages:
Tonic phase.Often, someone in the tonic phase will make a sound, such as a groan or yell. The muscles suddenly get stiff and cause the person to fall down. Loss of consciousness occurs. This phase tends to last about 10 to 20 seconds.
The following symptoms occur in some but not all people with tonic-clonic seizures:
Loss of bowel and bladder function.This may happen during or following a seizure.
Not responding after convulsions.The person may not become conscious for several minutes after convulsions have ended.
Confusion.The person often is disoriented after a tonic-clonic seizure. This is referred to as postictal confusion.
Fatigue.Sleepiness is common after a tonic-clonic seizure.
Bad headache.Headaches may occur after a tonic-clonic seizure."
Tonic-clonic (grand mal) seizure,"Tonic-clonic seizures have two stages:
Tonic phase.Often, someone in the tonic phase will make a sound, such as a groan or yell. The muscles suddenly get stiff and cause the person to fall down. Loss of consciousness occurs. This phase tends to last about 10 to 20 seconds.
The following symptoms occur in some but not all people with tonic-clonic seizures:
Loss of bowel and bladder function.This may happen during or following a seizure.
Not responding after convulsions.The person may not become conscious for several minutes after convulsions have ended.
Confusion.The person often is disoriented after a tonic-clonic seizure. This is referred to as postictal confusion.
Fatigue.Sleepiness is common after a tonic-clonic seizure.
Bad headache.Headaches may occur after a tonic-clonic seizure."
Tonsil cancer,"Signs and symptoms of tonsil cancer include:
Difficulty swallowing.
A sensation that something is caught in the back of the throat.
Swelling and pain in the neck.
Earache.
Jaw stiffness."
Tonsillitis,"Tonsillitis most commonly affects children between preschool ages and the midteenage years. Common signs and symptoms of tonsillitis include:
In young children who are unable to describe how they feel, signs of tonsillitis may include:
Red, swollen tonsils
White or yellow coating or patches on the tonsils
Sore throat
Difficult or painful swallowing
Fever
Enlarged, tender glands (lymph nodes) in the neck
A scratchy, muffled or throaty voice
Bad breath
Stomachache
Neck pain or stiff neck
Headache
Drooling due to difficult or painful swallowing
Refusal to eat
Unusual fussiness"
Tooth abscess,"Signs and symptoms of a tooth abscess include:
Severe, constant, throbbing toothache that can spread to your jawbone, neck or ear
Pain or discomfort with hot and cold temperatures
Fever
Swelling in your face, cheek or neck that may lead to difficulty breathing or swallowing
Tender, swollen lymph nodes under your jaw or in your neck
Foul odor in your mouth
Sudden rush of foul-smelling and foul-tasting, salty fluid in your mouth and pain relief, if the abscess ruptures"
Cavities and tooth decay,"The symptoms of cavities vary, depending on how many you have and where they're located. When a cavity is just beginning, you may not have any symptoms. As the decay gets larger, it may cause symptoms such as:
Toothache and other pain.
Tooth sensitivity.
Mild to sharp pain when eating or drinking something sweet, hot or cold.
Holes or pits in your teeth that you can see.
Brown, black or white staining on any surface of a tooth.
Pain when you bite down."
Torn meniscus,"If you've torn your meniscus, it might take 24 hours or more for pain and swelling to begin, especially if the tear is small. You might develop the following signs and symptoms in your knee:
A popping sensation
Swelling or stiffness
Pain, especially when twisting or rotating your knee
Difficulty straightening your knee fully
Feeling as though your knee is locked in place when you try to move it
Feeling of your knee giving way"
Testicular torsion,"Signs and symptoms of testicular torsion include:
Young boys who have testicular torsion typically wake up due to scrotal pain in the middle of the night or early in the morning.
Sudden, severe pain in the scrotum — the loose bag of skin under your penis that contains the testicles
Swelling of the scrotum
Abdominal pain
Nausea and vomiting
A testicle that's positioned higher than normal or at an unusual angle
Frequent urination
Fever"
Cervical dystonia,"The muscle contractions involved in cervical dystonia can cause your head to twist in a variety of directions, including:
Chin toward shoulder
Ear toward shoulder
Chin straight up
Chin straight down"
Total anomalous pulmonary venous return (TAPVR),"Symptoms ofTAPVRmay appear soon after birth. But some people don't have symptoms until later in life.
Serious congenital heart defects are often diagnosed before or soon after a child is born. If you think that your baby has symptoms of total anomalous pulmonary venous return (TAPVR), call your child's healthcare professional."
Total anomalous pulmonary venous return (TAPVR),"Symptoms ofTAPVRmay appear soon after birth. But some people don't have symptoms until later in life.
Serious congenital heart defects are often diagnosed before or soon after a child is born. If you think that your baby has symptoms of total anomalous pulmonary venous return (TAPVR), call your child's healthcare professional."
Tourette syndrome,"Tics — sudden, brief, intermittent movements or sounds — are the hallmark sign of Tourette syndrome. They can range from mild to severe. Severe symptoms might significantly interfere with communication, daily functioning and quality of life.
Tics are classified as:
Simple tics.These sudden, brief and repetitive tics involve a limited number of muscle groups.
In addition, tics can:
Vary in type, frequency and severity
Occur during sleep
Change over time
Worsen in the early teenage years and improve during the transition into adulthood"
Preeclampsia,"Weight gain and swelling (edema) are typical during healthy pregnancies. However, sudden weight gain or a sudden appearance of edema — particularly in your face and hands — may be a sign of preeclampsia.
Decreased levels of platelets in blood (thrombocytopenia)
Increased liver enzymes that indicate liver problems
Severe headaches
Changes in vision, including temporary loss of vision, blurred vision or light sensitivity
Shortness of breath, caused by fluid in the lungs
Pain in the upper belly, usually under the ribs on the right side
Nausea or vomiting"
TEN,"Widespread skin pain
A spreading rash covering more than 30% of the body
Blisters and large areas of peeling skin
Sores, swelling and crusting on the mucous membranes, including the mouth, eyes and vagina"
Toxic hepatitis,"Yellowing of the skin and whites of the eyes (jaundice)
Itching
Abdominal pain in the upper right portion of the abdomen
Fatigue
Loss of appetite
Nausea and vomiting
Rash
Fever
Weight loss
Dark or tea-colored urine"
Toxic shock syndrome,"High fever.
Vomiting or diarrhea.
Rash that looks like a sunburn, most often on the palms of the hands and soles of the feet.
Confusion.
Muscle aches.
Redness of the eyes, mouth and throat.
Seizures.
Headaches."
Toxoplasmosis,"Fever.
Swollen lymph nodes that may last for weeks.
Headache.
Muscle aches.
Skin rash."
Trachoma,"Signs and symptoms of trachoma usually affect both eyes and may include:
Mild itching and irritation of the eyes and eyelids
Eye discharge containing mucus or pus
Eyelid swelling
Light sensitivity (photophobia)
Eye pain
Eye redness
Vision loss
Young children are particularly susceptible to infection. But the disease progresses slowly, and the more painful symptoms may not emerge until adulthood.
The World Health Organization (WHO) has identified five stages in the development of trachoma:
Inflammation — follicular.The early infection has five or more follicles — small bumps that contain lymphocytes, a type of white blood cell — visible with magnification on the inner surface of your upper eyelid (conjunctiva).
Inflammation — intense.In this stage, your eye is now highly infectious and becomes irritated, with a thickening or swelling of the upper eyelid.
In-turned eyelashes (trichiasis).The scarred inner lining of your eyelid continues to deform, causing your lashes to turn in so that they rub on and scratch the transparent outer surface of your eye (cornea).
Corneal clouding (opacity).The cornea becomes affected by an inflammation that is most commonly seen under your upper lid. Continuous inflammation compounded by scratching from the in-turned lashes leads to clouding of the cornea.
All the signs of trachoma are more severe in your upper lid than in your lower lid. Without intervention, a disease process that begins in childhood can continue to advance into adulthood."
Transient global amnesia,"The main symptom of transient global amnesia is being unable to create new memories and remember the recent past. Once that symptom is confirmed, ruling out other possible causes of amnesia is important.
You must have these signs and symptoms to be diagnosed with transient global amnesia:
More symptoms and history that may help diagnose transient global amnesia:
Sudden onset of confusion that includes memory loss, seen by a witness
Being awake and alert and knowing who you are, despite memory loss
Normal cognition, such as the ability to recognize and name familiar objects and follow simple directions
No signs of damage to a particular area of the brain, such as being unable to move an arm or leg, movements you can't control, or problems understanding words
Symptoms lasting no more than 24 hours and generally shorter
Gradual return of memory
No recent head injury
No signs of seizures during the period of amnesia
No history of active epilepsy"
Transient ischemic attack (TIA),"Transient ischemic attacks usually last a few minutes. Most symptoms disappear within an hour. Rarely, symptoms may last up to 24 hours. The symptoms of aTIAare similar to those found early in a stroke. Symptoms happen suddenly and may include:
Weakness, numbness or paralysis in the face, arm or leg, typically on one side of the body.
Slurred speech or trouble understanding others.
Blindness in one or both eyes or double vision.
Dizziness or loss of balance or coordination.
You may have more than oneTIA. Their symptoms may be similar or different depending on which area of the brain is involved."
Transposition of the great arteries,"Transposition of the great arteries (TGA) may be seen in a baby before birth during a routine pregnancy ultrasound.
But some people with the congenitally corrected type ofTGAmay not have symptoms for many years.
Symptoms of transposition of the great arteries after birth include:
Blue or gray skin. Depending on the baby's skin color, these color changes may be harder or easier to see.
Weak pulse.
Lack of appetite.
Poor weight gain."
Transposition of the great arteries,"Transposition of the great arteries (TGA) may be seen in a baby before birth during a routine pregnancy ultrasound.
But some people with the congenitally corrected type ofTGAmay not have symptoms for many years.
Symptoms of transposition of the great arteries after birth include:
Blue or gray skin. Depending on the baby's skin color, these color changes may be harder or easier to see.
Weak pulse.
Lack of appetite.
Poor weight gain."
Transverse myelitis,"Signs and symptoms of transverse myelitis usually develop over a few hours to a few days and may sometimes progress gradually over several weeks.
Transverse myelitis usually affects both sides of the body below the affected area of the spinal cord, but sometimes there are symptoms on just one side of the body.
Typical signs and symptoms include:
Transverse myelitis pain may begin suddenly in your lower back. Sharp pain may shoot down your legs or arms or around your chest or abdomen. Pain symptoms vary based on the part of your spinal cord that's affected.
Some people notice heaviness in the legs, or that they're stumbling or dragging one foot. Others may develop severe weakness or even total paralysis.
This may include needing to urinate more frequently, urinary incontinence, difficulty urinating and constipation."
Traumatic brain injury,"Infants and young children with brain injuries might not be able to communicate headaches, sensory problems, confusion and similar symptoms. In a child with traumatic brain injury, you may observe:
Change in eating or nursing habits
Unusual or easy irritability
Persistent crying and inability to be consoled
Change in ability to pay attention
Change in sleep habits
Seizures
Drowsiness
Loss of interest in favorite toys or activities"
Complicated grief,"During the first few months after a loss, many signs and symptoms of normal grief are the same as those of complicated grief. However, while normal grief symptoms gradually start to fade over time, those of complicated grief linger or get worse. Complicated grief is like being in an ongoing, heightened state of mourning that keeps you from healing.
Signs and symptoms of complicated grief may include:
Intense sorrow, pain and rumination over the loss of your loved one
Focus on little else but your loved one's death
Intense and persistent longing or pining for the deceased
Problems accepting the death
Numbness or detachment
Bitterness about your loss
Feeling that life holds no meaning or purpose
Lack of trust in others
Complicated grief also may be indicated if you continue to:
Have trouble carrying out normal routines
Isolate from others and withdraw from social activities
Believe that you did something wrong or could have prevented the death
Feel life isn't worth living without your loved one
Wish you had died along with your loved one"
Traveler's diarrhea,"Traveler's diarrhea may begin suddenly during your trip or shortly after you return home. Most people improve within 1 to 2 days without treatment and recover completely within a week. However, you can have multiple episodes of traveler's diarrhea during one trip.
The most common symptoms of traveler's diarrhea are:
Suddenly passing three or more looser watery stools a day.
An urgent need to pass stool.
Stomach cramps.
Nausea.
Vomiting.
Fever."
Trichinosis,"About a week after infection, the adult female worms produce larvae. The larvae go through the wall of your intestine and enter your bloodstream, They travel around the body and bury themselves in muscle tissue. Here, each larva coils up and forms a cyst around itself."
Trichomoniasis,"Most people with trichomoniasis have no signs or symptoms. However, symptoms may develop over time. When signs and symptoms develop, they are different for men and women.
In women, trichomoniasis signs and symptoms include:
In men, trichomoniasis rarely causes symptoms. When men do have signs and symptoms, however, they might include:
A large amount of a thin, often foul-smelling discharge from the vagina — which might be clear, white, gray, yellow or green
Genital redness, burning and itching
Discomfort over the lower stomach area
Itching or irritation inside the penis
Burning with urination or after ejaculation
Discharge from the penis"
Trichotillomania (hair-pulling disorder),"Symptoms of trichotillomania often include:
Repeatedly pulling out your hair, whether it's automatic or on purpose, usually from your scalp, eyebrows or eyelashes, but sometimes from other body areas. The sites may vary over time.
An increasing sense of tension before pulling out your hair, or when you try to resist pulling.
A sense of pleasure or relief after the hair is pulled out.
Hair loss that's easy to see, such as shortened hair or thinned or bald areas on the scalp or other areas of your body. This may include thin or missing eyelashes or eyebrows.
Pulling out specific types of hair, taking the same steps in the same way each time hair is pulled out or pulling out hair in certain patterns.
Biting, chewing or eating pulled-out hair.
Playing with pulled-out hair or rubbing it across your lips or face.
Repeatedly trying to stop pulling out your hair or trying to do it less often without success.
Often trichotillomania also includes picking your skin, biting your nails or chewing your lips. Sometimes pulling out hairs from pets or dolls or from materials, such as clothes or blankets, may be a sign. Pulling out hair is usually done in private. An episode can last from a few seconds to hours. You may try to hide your condition from others.
With trichotillomania, pulling out hair can be:
Focused.You may pull out your hair on purpose to relieve tension or distress. You may develop specific rituals for pulling out hair, such as finding just the right hair. You may play with, bite or eat pulled-out hairs.
You may do both automatic and focused hair pulling, depending on the situation and your mood. Certain positions or activities may trigger pulling out hair, such as resting your head on your hand or brushing your hair.
Trichotillomania can be related to emotions, including:
Positive feelings.You may find that pulling out hair feels satisfying and provides some relief. As a result, you may continue to pull out your hair to keep these positive feelings."
Tricuspid atresia,"Tricuspid atresia symptoms are usually seen soon after birth. Symptoms of tricuspid atresia may include:
Some people with tricuspid atresia also develop symptoms of heart failure. Heart failure symptoms include:
Difficulty breathing
Tiring easily, especially during feedings
Slow growth and poor weight gain
Fatigue and weakness
Shortness of breath
Swelling in the legs, ankles and feet
Swelling of the belly area, a condition called ascites
Sudden weight gain from a buildup of fluid"
Tricuspid valve disease,"Symptoms of tricuspid valve disease depend on the specific valve condition and how severe it is.
Tricuspid stenosis symptoms are often mild. Symptoms may include:
A fast, pounding heartbeat.
Fluttering feeling in the neck.
Fatigue.
People with tricuspid regurgitation may not have symptoms. But the condition may cause vague symptoms such as weakness, fatigue, and swelling in the legs or belly. Sometimes there is a pulsing feeling in the neck veins.
Tricuspid atresia and Ebstein anomaly symptoms often are seen at birth. They may include:
Blue or gray skin and lips. Depending on skin color, these changes may be easier or harder to see.
Difficulty breathing.
Slow growth and poor weight gain.
Tiring easily, especially during feedings.
Some types of tricuspid valve disease may cause symptoms of right-sided heart failure. Right-sided heart failure symptoms include:
Fatigue and weakness.
Shortness of breath.
Swelling in the legs, ankles and feet.
Swelling of the belly area, a condition called ascites.
Sudden weight gain from a buildup of fluid."
Tricuspid valve regurgitation,"Tricuspid valve regurgitation often doesn't cause symptoms until the condition is severe. It may be found when medical tests are done for another reason.
Symptoms of tricuspid valve regurgitation may include:
Shortness of breath with activity.
Feelings of a rapid or pounding heartbeat.
Pounding or pulsing feeling in the neck.
Swelling in the belly, legs or neck veins."
Trigeminal neuralgia,"Trigeminal neuralgia symptoms may include one or more of these patterns:
Episodes of intense shooting or jabbing pain that may feel like an electric shock.
Sudden episodes of pain or pain triggered by touching the face, chewing, speaking or brushing your teeth.
Episodes of pain lasting from a few seconds to several minutes.
Pain that occurs with facial spasms.
Pain in areas supplied by the trigeminal nerve. These areas include the cheek, jaw, teeth, gums or lips. Less often, the eye and forehead may be affected.
Pain on one side of the face at a time.
Pain focused in one spot. Or the pain may be spread in a wider pattern.
Pain that rarely occurs while sleeping.
Episodes of pain that become more frequent and intense over time."
Trigger finger,"Symptoms of trigger finger may progress from mild to severe and include:
Finger stiffness, particularly in the morning.
A popping or clicking sensation as the finger moves.
Tenderness or a bump in the palm at the base of the affected finger.
Finger catching or locking in a bent position, which suddenly pops straight.
Finger locked in a bent position.
Trigger finger can affect any finger, including the thumb. More than one finger may be affected at a time, and both hands might be involved. Triggering is usually worse in the morning."
Triple X syndrome,"Occasionally, significant symptoms may occur, which vary among individuals. These signs and symptoms may show up as:
Delayed development of speech and language skills, as well as motor skills, such as sitting up and walking
Learning disabilities, such as difficulty with reading, understanding or math
Behavioral problems, such as attention-deficit/hyperactivity disorder (ADHD) or symptoms of autism spectrum disorder
Problems with fine and gross motor skills, memory, judgment and information processing
Vertical folds of skin that cover the inner corners of the eyes (epicanthal folds)
Widely spaced eyes
Curved pinky fingers
Flat feet
Breastbone with an inward bowed shape
Weak muscle tone (hypotonia)
Seizures
Problems with the kidneys
Ovaries that don't work properly at a young age (premature ovarian failure)"
Down syndrome,"Each person with Down syndrome is an individual. Problems with intellect and development are usually mild to moderate. Some people are healthy while others have serious health issues such as heart problems that are present at birth.
Children and adults with Down syndrome have distinct face and body features. Though not all people with Down syndrome have the same features, some of the more common features include:
Flattened face and small nose with a flat bridge.
Small head.
Short neck.
Tongue that tends to stick out of the mouth.
Upward slanting eyelids.
Skin fold of the upper eyelid that covers the inner corner of the eye.
Small, rounded ears.
Wide, small hands with a single crease in the palm and short fingers.
Small feet with a space between the first and second toes.
Tiny white spots on the colored part of the eye called the iris. These white spots are called Brushfield's spots.
Short height.
Poor muscle tone in infancy.
Infants with Down syndrome may be average size, but typically they grow slowly and remain shorter than other children the same age."
Triple X syndrome,"Occasionally, significant symptoms may occur, which vary among individuals. These signs and symptoms may show up as:
Delayed development of speech and language skills, as well as motor skills, such as sitting up and walking
Learning disabilities, such as difficulty with reading, understanding or math
Behavioral problems, such as attention-deficit/hyperactivity disorder (ADHD) or symptoms of autism spectrum disorder
Problems with fine and gross motor skills, memory, judgment and information processing
Vertical folds of skin that cover the inner corners of the eyes (epicanthal folds)
Widely spaced eyes
Curved pinky fingers
Flat feet
Breastbone with an inward bowed shape
Weak muscle tone (hypotonia)
Seizures
Problems with the kidneys
Ovaries that don't work properly at a young age (premature ovarian failure)"
Dysphagia,"Symptoms associated with dysphagia can include:
Pain while swallowing.
Not being able to swallow.
Feeling as if food is stuck in the throat or chest or behind the breastbone.
Drooling.
Hoarseness.
Food coming back up, called regurgitation.
Frequent heartburn.
Food or stomach acid backing up into the throat.
Weight loss.
Coughing or gagging when swallowing."
Truncus arteriosus,"Symptoms of truncus arteriosus most often occur in the first few days of life. They include:
Poor feeding.
Poor growth.
Pounding heartbeat.
Fast breathing.
Shortness of breath."
Chagas disease,"Chagas disease can cause a sudden, brief illness. This type of illness is known as acute. Or it can become a long-lasting, chronic condition. Both stages can be free of symptoms. Or there can be life-threatening symptoms in either phase.
The acute phase of Chagas disease lasts for weeks or months. It often has no symptoms. If there are symptoms, they're mostly mild. They may include:
Symptoms that come on during the acute phase most often go away on their own. But if the infection isn't treated, Chagas disease stays in the body. Sometimes it moves to the chronic phase.
Symptoms of the chronic phase of Chagas disease may appear 10 to 20 years after the infection starts. Or there might be no symptoms. In severe cases, Chagas disease symptoms may include:
Swelling at the infection site.
Fever.
Tiredness.
Rash.
Body aches.
Eyelid swelling.
Headache.
Loss of appetite.
Nausea, diarrhea or vomiting.
Swollen glands.
A larger liver or spleen.
Irregular heartbeat.
Heart failure.
Sudden cardiac arrest.
Trouble swallowing.
Stomach pain or trouble passing stool, called constipation."
Tuberculosis,"When TB germs survive and multiply in the lungs, it is called a TB infection. A TB infection may be in one of three stages. Symptoms are different in each stage.
Primary TB infection.The first stage is called the primary infection. Immune system cells find and capture the germs. The immune system may completely destroy the germs. But some captured germs may still survive and multiply.
Most people don't have symptoms during a primary infection. Some people may get flu-like symptoms, such as:
Latent TB infection.Primary infection is usually followed by the stage called latent TB infection. Immune system cells build a wall around lung tissue with TB germs. The germs can't do any more harm if the immune system keeps them under control. But the germs survive. There are no symptoms during latent TB infection.
Active TB disease.Active TB disease happens when the immune system can't control an infection. Germs cause disease throughout the lungs or other parts of the body. Active TB disease may happen right after primary infection. But it usually happens after months or years of latent TB infection.
Symptoms of active TB disease in the lungs usually begin gradually and worsen over a few weeks. They may include:
Common sites of active TB disease outside the lungs include:
Active TB disease in children.Symptoms of active TB disease in children vary. Typically, symptoms by age may include the following:
Low fever.
Tiredness.
Cough.
Cough.
Coughing up blood or mucus.
Chest pain.
Pain with breathing or coughing.
Fever.
Chills.
Night sweats.
Weight loss.
Not wanting to eat.
Tiredness.
Not feeling well in general.
Fever.
Chills.
Night sweats.
Weight loss.
Not wanting to eat.
Tiredness.
Not feeling well in general.
Pain near the site of infection.
Kidneys.
Liver.
Fluid surrounding the brain and spinal cord.
Heart muscles.
Genitals.
Lymph nodes.
Bones and joints.
Skin.
Walls of blood vessels.
Symptoms are similar to adult symptoms.
Younger children may have a fever that won't go away and weight loss.
Being sluggish or not active.
Unusually fussy.
Vomiting.
Poor feeding.
Bulging soft spot on the head.
Being sluggish or not active.
Unusually fussy.
Vomiting.
Poor feeding.
Bulging soft spot on the head."
Tuberous sclerosis,"Tuberous sclerosis symptoms are caused by noncancerous growths in parts of the body, most commonly in the skin, brain, eyes, kidneys, heart and lungs. But any part of the body can be affected. Symptoms can range from mild to severe, depending on the size or location of the growths.
Although symptoms are different for each person with tuberous sclerosis, they can include:
Skin changes.Skin changes are most common. These include patches of lighter skin and small areas of thickened, smooth or bumpy skin. On the forehead, skin can have raised, discolored areas. Small soft bumps under or around the nails may occur. Growths on the face that start in childhood and look like acne are common.
Seizures.Growths in the brain may be linked with seizures. A seizure is often the first symptom of tuberous sclerosis. In small children, a common type of seizure called infantile spasm involves stiffening of the arms and legs and arching the back and head.
Problems in thinking, reasoning and learning.Tuberous sclerosis can result in developmental delays. Sometimes it limits the ability to think, reason and learn. Mental health conditions, such as autism spectrum disorder or attention-deficit/hyperactivity disorder (ADHD), also can occur.
Behavior problems.Common behavior problems may include hyperactivity, self-injury or aggression, or issues with social and emotional adjustment.
Kidney problems.Growths on the kidneys are common, and more growths may develop with age.
Heart issues.Growths in the heart, if present, are usually largest at birth and shrink as a child gets older.
Eye problems.Growths can appear as white patches on the light-sensitive tissue at the back of the eye called the retina. These growths usually don't interfere with vision.
Dental changes.Teeth may have pits in the surface. Small growths may appear on the gums, inside of the cheeks and on the tongue."
Salivary gland tumors,"Signs and symptoms of a salivary gland tumor may include:
A lump or swelling on or near the jaw or in the neck or mouth.
Muscle weakness on one side of the face.
Numbness in part of the face.
Ongoing pain near a salivary gland.
Trouble opening the mouth widely.
Trouble swallowing."
